source_column	line_no	reason	line
p018-c00	36	NO_MATCH	"ferula 74, 55
p018-c00	37	NO_MATCH	Feruna Be, 0G MH
p018-c00	41	NO_MATCH	! fervor 102, 44
p018-c00	45	NO_MATCH	fesünat 57, 70 1
p018-c00	56	NO_MATCH	& 17,102; 19, 11 [
p018-c01	1	NO_MATCH	= oe
p018-c01	73	NO_MATCH	]juxa 94, 11 frau
p018-c02	4	NO_MATCH	; 82, 40 fremitu:
p018-c02	30	NO_MATCH	üdolosus 43, 14 , frontali
p018-c02	55	NO_MATCH	"um 65, 96 fügit 2
p018-c02	70	NO_MATCH	"monum 33, 43* fuligo
p018-c02	72	NO_MATCH	s v1, 41 fulment
p018-c03	2	NO_MATCH	d, 11
p018-c03	3	NO_MATCH	J5, 80
p018-c03	4	NO_MATCH	; 94, 81
p018-c03	26	NO_MATCH	(28, 50
p018-c03	29	NO_MATCH	‘At 104, 87
p018-c03	33	NO_MATCH	; 178,50
p018-c03	42	NO_MATCH	. 40, 30”
p018-c03	52	NO_MATCH	LO4, 83
p018-c03	59	NO_MATCH	,91; 94, 1
p018-c03	75	NO_MATCH	[323.14
p019-c00	69	NO_MATCH	(Gaius Fannius 116,
p019-c00	72	NO_MATCH	' Gaius Verres 116, 2
p019-c01	3	NO_MATCH	‘Galaticus 88, 89
p019-c01	4	NO_MATCH	; Galba 38, 88
p019-c01	6	NO_MATCH	galenum v. calenum
p019-c01	28	NO_MATCH	gánnapum v. gaunacum
p019-c01	29	NO_MATCH	! gausapum 97, 96
p019-c01	33	NO_MATCH	Geb corr. Seb vel Zeb
p019-c01	34	NO_MATCH	! Gebal 123, 242
p019-c01	36	NO_MATCH	' Gedeon 119, 88%; 121,
p019-c01	38	NO_MATCH	' 57; 151, 60
p019-c01	39	NO_MATCH	. gehenna 69, 35°; 127,
p019-c01	40	NO_MATCH	'Gelasius 116, 53
p019-c01	44	NO_MATCH	_gemellus 61, 99
p019-c01	46	NO_MATCH	. gemiscit 61, 95
p019-c01	58	NO_MATCH	,genesius 58,94?
p019-c01	62	NO_MATCH	, 42 genialis 28, 61
p019-c01	66	NO_MATCH	‘gems 28, 65
p019-c01	69	NO_MATCH	‘genus 28,55
p019-c01	72	NO_MATCH	, 49 Gergesaeus (Gergeseus) :
p019-c02	8	NO_MATCH	, germanus 233, 94; 86, 23
p019-c02	9	NO_MATCH	, 06; germen 105, 65
p019-c02	13	NO_MATCH	(,38;; ges 17, 11
p019-c02	15	NO_MATCH	(,4 gestat 26, 76
p019-c02	17	NO_MATCH	gesticulatur (— or?) 26, 78
p019-c02	67	NO_MATCH	. Gorgon 116, 51
p019-c02	68	NO_MATCH	'Gorgonius 116, 49
p019-c02	70	NO_MATCH	! gorum 17, 19
p019-c02	72	NO_MATCH	, grabatum 101, 25
p019-c02	73	NO_MATCH	[20, Gracchus 116, 42
p019-c02	75	NO_MATCH	, gracilissimus 40, 16
p019-c03	3	NO_MATCH	, gradarius 44, 45
p019-c03	30	NO_MATCH	» grande malum 60, 66”
p019-c03	36	NO_MATCH	grandis modis (?) 60, 64
p019-c03	38	NO_MATCH	grandismodis pecunia (?) 60,
p019-c03	112	NO_MATCH	(gus 17, 17
p019-c03	126	NO_MATCH	'gymnosophistes 108, 15
p020-c00	1	NO_MATCH	H. .
p020-c00	14	NO_MATCH	habitudo v. hebetudo
p020-c00	25	NO_MATCH	haebicadium v. hemicadium
p020-c00	74	NO_MATCH	le TUERI]
p020-c00	75	NO_MATCH	Comm, not. tir.
p020-c01	1	NO_MATCH	—5: ds)
p020-c01	18	NO_MATCH	Heliachim116,70*; 132,135 Hie
p020-c01	25	NO_MATCH	Helisabeth (v. Elisabeth) e
p020-c01	28	NO_MATCH	Helisaeus (Helisens v. Eli- Hie
p020-c01	39	NO_MATCH	Henoch v. Enoc Me
p020-c01	44	NO_MATCH	Herba v. Herbita Ep
p020-c01	59	NO_MATCH	her ££, 81 Hip
p020-c01	60	NO_MATCH	herix rv. ceryx hip)
p020-c01	71	NO_MATCH	Hesdras r. Esdras hin
p020-c01	73	NO_MATCH	hesternum ££, 82 his
p020-c01	80	NO_MATCH	hibria (?) 92, 52* His
p020-c02	6	NO_MATCH	MSS ip historio
p020-c02	8	NO_MATCH	- faciunt — notas SA
p020-c02	9	NO_MATCH	) 123,269; 197,1; histrio
p020-c02	13	NO_MATCH	umaea (7. Idunaea) 123, po
p020-c02	16	NO_MATCH	B e Y holerati
p020-c02	18	NO_MATCH	— (v. Ieremias) 121, es
p020-c02	19	NO_MATCH	à i 29; holus 1
p020-c02	21	NO_MATCH	: mni (s 1 ae
p020-c02	22	NO_MATCH	at r. Hieronymus (?) s
p020-c02	23	NO_MATCH	[ € 9 M
p020-c02	25	NO_MATCH	rohoam. v. feroboam dk
p020-c02	27	NO_MATCH	oherix v. Hüeispenmys ponis
p020-c02	31	NO_MATCH	aaa honorat
p020-c02	33	NO_MATCH	osalpinetes QUT, ib ono
p020-c02	37	NO_MATCH	u v. Iehu . "
p020-c02	40	NO_MATCH	LP n , horreur
p020-c02	41	NO_MATCH	€ as ' horxibil
p020-c02	42	NO_MATCH	turges (?) 88,1 n
p020-c02	43	NO_MATCH	imum r. cleaners cane
p020-c02	44	NO_MATCH	ba(?) 99, 78 a
p020-c02	45	NO_MATCH	ülear 116, 56 » rs
p020-c02	46	NO_MATCH	üleo 116, 57 aria
p020-c02	47	NO_MATCH	mm ; horum
p020-c02	53	NO_MATCH	j»dama Muh 2 9 Mad
p020-c02	54	NO_MATCH	podamus TUS ee wx
p020-c02	56	NO_MATCH	»omanes 108, 37 iba
p020-c02	57	NO_MATCH	pomenes me hostieu.
p020-c02	68	NO_MATCH	- 1 huiusce
p020-c02	69	NO_MATCH	STER, huiusee
p020-c02	70	NO_MATCH	ME huiusm
p020-c02	71	NO_MATCH	S: 5 !huiusni
p020-c02	72	NO_MATCH	a "n i. huins
p020-c02	75	NO_MATCH	panus m5, 56
p020-c03	6	NO_MATCH	grafus Th, 18
p020-c03	21	NO_MATCH	à 55,11
p020-c03	22	NO_MATCH	'0, 37
p020-c03	25	NO_MATCH	ins ». omousius
p020-c03	34	NO_MATCH	"polis ». orchitopoles
p020-c03	40	NO_MATCH	à 96, 13
p020-c03	42	NO_MATCH	s T4, 96
p020-c03	50	NO_MATCH	s, 89
p020-c03	56	NO_MATCH	> 18,8307
p020-c03	57	NO_MATCH	lus £8, 40
p020-c03	58	NO_MATCH	(o n4. 12
p020-c03	60	NO_MATCH	is, 59
p020-c03	62	NO_MATCH	. 42
p020-c03	64	NO_MATCH	Il: m 10
p020-c03	67	NO_MATCH	[. 31
p020-c03	68	NO_MATCH	(4,33
p020-c03	71	NO_MATCH	(4,24
p020-c03	76	NO_MATCH	Qs)
p021-c00	9	NO_MATCH	hupicum v. opicum
p021-c00	30	NO_MATCH	labin v. Zabin
p021-c00	53	NO_MATCH	ianctat v. lentai
p021-c00	54	NO_MATCH	ianctaculum v. lenta
p021-c00	55	NO_MATCH	iauctator v. ientator
p021-c00	63	NO_MATCH	Iafeth (Iapeth Iaphe
p021-c01	4	NO_MATCH	‘icon 78, 11
p021-c01	6	NO_MATCH	; iconium 78, 12
p021-c01	7	NO_MATCH	‘ictericus 111, 69
p021-c01	8	NO_MATCH	‘ictus 67, 24
p021-c01	10	NO_MATCH	' dacia 86, 77
p021-c01	17	NO_MATCH	Idensiaeus (?) 93, 61
p021-c01	36	NO_MATCH	‘idus maias 63,8
p021-c01	38	NO_MATCH	,34 idus novembres 63, 14
p021-c01	40	NO_MATCH	[27, 8; idus quinüles 63, 16
p021-c01	41	NO_MATCH	! idus septembres 65, 12
p021-c01	45	NO_MATCH	, 124; iecit 19, 12
p021-c01	51	NO_MATCH	/2, 166 ientat 103, 6
p021-c01	54	NO_MATCH	^— 194,99; 125,61; 131
p021-c01	55	NO_MATCH	, leremias 124, 109; 125,
p021-c01	58	NO_MATCH	' Ieroboam 119, 76°; 120
p021-c01	59	NO_MATCH	(0 124,101; 125,71; 131
p021-c01	71	NO_MATCH	pe: 91, 78
p021-c02	1	NO_MATCH	iin.
p021-c02	10	NO_MATCH	ignorantüam 69, 81*
p021-c02	13	NO_MATCH	, ignosci 17, 95
p021-c02	16	NO_MATCH	‘ignovit 47, 96
p021-c02	18	NO_MATCH	/ii 1,81
p021-c02	29	NO_MATCH	(dium 78, 54°
p021-c02	31	NO_MATCH	(dla 7, 84
p021-c02	49	NO_MATCH	‘illo 7, 83
p021-c02	52	NO_MATCH	‘illoram 8, 22
p021-c02	62	NO_MATCH	[illud tempus 20, 33*
p021-c02	82	NO_MATCH	‘imbecillis 68, 66
p021-c02	87	NO_MATCH	, 22 imini 14,7
p021-c02	89	NO_MATCH	, imitatur 80, 69
p021-c02	91	NO_MATCH	(71; ,immolat 71, 63
p021-c02	92	NO_MATCH	, 24 imperat 38, GO
p021-c02	96	NO_MATCH	imperator Augustus Caesai
p021-c02	100	NO_MATCH	. manuicus 38, 68
p021-c02	102	NO_MATCH	,imperator Caesar 38, 62
p021-c02	104	NO_MATCH	, imperator Caesar Augustu:
p021-c02	106	NO_MATCH	, Germanicus 38, 10
p021-c02	107	NO_MATCH	imperator Caesar Augustu:
p021-c02	109	NO_MATCH	Germanicus pontifex ma.
p021-c02	110	NO_MATCH	ximus, tribuniciae pote
p021-c03	1	NO_MATCH	! imperator Germanicus 38, 66
p021-c03	2	NO_MATCH	"imperator Hadrianus 39, 16
p021-c03	7	NO_MATCH	) imperialis 38, 59
p021-c03	10	NO_MATCH	imperüt 66, ¢0
p021-c03	26	NO_MATCH	in África 84, 73
p021-c03	27	NO_MATCH	(in agro 37,29
p021-c03	32	NO_MATCH	(in animo 27, 68
p021-c03	41	NO_MATCH	(in breviarmm 4, 41°
p021-c03	46	NO_MATCH	[im capite 44, 11?
p021-c03	62	NO_MATCH	. incessit 11, 19
p021-c03	65	NO_MATCH	- in choro 106, 81?
p021-c03	70	NO_MATCH	; incipit 10, 60
p021-c03	72	NO_MATCH	. incisus 11, 64 .
p021-c03	75	NO_MATCH	I
p021-c03	76	NO_MATCH	g
p022-c00	2	NO_MATCH	. inclinat 66, 73 Y
p022-c00	26	NO_MATCH	: in conspectu hominum 26,55 ib
p022-c00	49	NO_MATCH	] incumbit 81,39 i
p022-c00	55	NO_MATCH	[ ineusat 30, 71 E
p022-c00	59	NO_MATCH	‘ mdagat 55,7 i
p022-c00	72	NO_MATCH	in dicione £3, 54 i
p022-c01	1	NO_MATCH	——— ll
p022-c01	38	NO_MATCH	ndus v. Indas infus
p022-c01	54	NO_MATCH	ners (?) 53, 20 in G
p022-c02	57	NO_MATCH	ditur £4, 51 in menti
p022-c02	59	NO_MATCH	üt 89, 80 inmeren:
p022-c02	69	NO_MATCH	erusalem60,32;119,39* inmobili:
p022-c03	6	NO_MATCH	[, 73
p022-c03	10	NO_MATCH	.10
p022-c03	17	NO_MATCH	m at, 32
p022-c03	19	NO_MATCH	ne flumina (— ne)
p022-c03	20	NO_MATCH	)("
p022-c03	25	NO_MATCH	. 97, A0
p022-c03	29	NO_MATCH	y gu
p022-c03	50	NO_MATCH	j0, 16%
p022-c03	61	NO_MATCH	wos, 8g?
p022-c03	73	NO_MATCH	n (2,65
p022-c03	74	NO_MATCH	^ 49, AT
p022-c03	75	NO_MATCH	om vénit 49,58
p022-c03	88	NO_MATCH	Pate!
p023-c00	18	NO_MATCH	in nostra praesentia
p023-c00	30	NO_MATCH	in occulto TO, 4?
p023-c00	53	NO_MATCH	inpatiens $2, 51
p023-c00	70	NO_MATCH	in periculo maximo
p023-c00	72	NO_MATCH	in perpetuum TO, 1
p023-c01	1	NO_MATCH	‘inpiget 89, 74?
p023-c01	2	NO_MATCH	,inpingit 66, 15
p023-c01	7	NO_MATCH	‘inplet 29, 15
p023-c01	8	NO_MATCH	; Inplicat. 76, 5
p023-c01	9	NO_MATCH	‘inplorat 74, 18
p023-c01	10	NO_MATCH	! inponit. 23, 62
p023-c01	11	NO_MATCH	‘in popina 95, 96
p023-c01	12	NO_MATCH	‘inportat 7, 22
p023-c01	13	NO_MATCH	‘inportunus 89, 52
p023-c01	21	NO_MATCH	‘in praesentia nostra 122,
p023-c01	29	NO_MATCH	^ dnprimit 24, 8
p023-c01	30	NO_MATCH	‘in principio 52,15
p023-c01	32	NO_MATCH	‘inproperat 57, 73°
p023-c01	36	NO_MATCH	'inprovidus 25, 46
p023-c01	37	NO_MATCH	; inproviso 43, 68^
p023-c01	38	NO_MATCH	, inprudens 52,53
p023-c01	39	NO_MATCH	. inprudenüssimus 52, 5.
p023-c01	41	NO_MATCH	‘in publico iudicio 60, (
p023-c01	43	NO_MATCH	' inpudet 52. 13*
p023-c01	60	NO_MATCH	inquonabulum r. inquin
p023-c01	63	NO_MATCH	‘in quorum praesentia
p023-c01	65	NO_MATCH	'inqurvab 91, 74*
p023-c01	68	NO_MATCH	) in regno 122,135
p023-c01	71	NO_MATCH	inreprobabilis (?) 19, 10
p023-c01	72	NO_MATCH	;in republica 5, 71; 59
p023-c01	74	NO_MATCH	(dnrigat 73, 33
p023-c02	2	NO_MATCH	‘inriguum 73, 32
p023-c02	3	NO_MATCH	‘inritat 94, 25
p023-c02	8	NO_MATCH	,inrupit 46, 64*
p023-c02	12	NO_MATCH	^in sagina 98, 22
p023-c02	13	NO_MATCH	,insanies 74, 10?
p023-c02	20	NO_MATCH	,inscus 21,87
p023-c02	25	NO_MATCH	‘insectatur 19, 27
p023-c02	36	NO_MATCH	‘inserit 57, 94
p023-c02	39	NO_MATCH	,insevit 57, 38
p023-c02	42	NO_MATCH	, insidiae 29, 84
p023-c02	48	NO_MATCH	‘in Sion 58,588; 119,61*
p023-c02	51	NO_MATCH	“insitnm 21,42
p023-c02	58	NO_MATCH	‘insorbit 103, 86*
p023-c02	63	NO_MATCH	,inspirat 53, 97
p023-c02	72	NO_MATCH	O0? instilit 24, 57
p023-c02	73	NO_MATCH	, 95 institor. 55, 13
p023-c03	24	NO_MATCH	‘int 15, 65
p023-c03	26	NO_MATCH	[intellegit 25, 79
p023-c03	48	NO_MATCH	linter cives et peregrinos
p023-c03	50	NO_MATCH	inter cives, peregrinos 6 7,59"
p023-c03	53	NO_MATCH	, interdicit 6, 67
p023-c03	54	NO_MATCH	,interdidit 12, 79"
p023-c03	58	NO_MATCH	interémit 27,5
p023-c03	65	NO_MATCH	interiit, 13, 12
p023-c03	75	NO_MATCH	[
p024-c00	18	NO_MATCH	intervénit 20, 45 i
p024-c00	50	NO_MATCH	; imtroitus 51, 66 m
p024-c00	52	NO_MATCH	! intromissus 23, 404 ic
p024-c01	1	NO_MATCH	T5
p024-c01	2	NO_MATCH	nuülis 24, 95 iore
p024-c01	15	NO_MATCH	nvénit 20, 44 i
p024-c01	17	NO_MATCH	»ventus 20, 59 1:
p024-c01	53	NO_MATCH	)cinera 79, 14 am
p024-c01	54	NO_MATCH	/icosus 15, 81 , Isma
p024-c01	55	NO_MATCH	'cundus 30, 2 12
p024-c02	7	NO_MATCH	[7, 39 Isubrius
p024-c02	11	NO_MATCH	/1, 44; 124, 148; 125, Italia te
p024-c02	12	NO_MATCH	/s 131,47 . ; Italicus
p024-c02	14	NO_MATCH	j1, 66 j tane 2,
p024-c02	15	NO_MATCH	» 121, 78; 124, 91; itaque &
p024-c02	17	NO_MATCH	. 81, 64 rita tand
p024-c02	19	NO_MATCH	optimusmaximus81,79 ita uti
p024-c02	23	NO_MATCH	[S, 71 iem 3,
p024-c02	24	NO_MATCH	&), ao itemque
p024-c02	25	NO_MATCH	L2, 99 iter 38,
p024-c02	37	NO_MATCH	; 125,26; 131, 33 35; 1.
p024-c02	44	NO_MATCH	ieus B84, 7 iudicio qj
p024-c02	52	NO_MATCH	; 181, 36 ingulat-
p024-c02	60	NO_MATCH	(86 iunctura
p024-c02	69	NO_MATCH	, 41 lupiter
p024-c02	74	NO_MATCH	BED imveiuran
p024-c03	5	NO_MATCH	, 06
p024-c03	10	NO_MATCH	i, 98!
p024-c03	11	NO_MATCH	rrà 34,97
p024-c03	15	NO_MATCH	, 13
p024-c03	22	NO_MATCH	"DES
p024-c03	27	NO_MATCH	, 94
p024-c03	33	NO_MATCH	, 85
p024-c03	36	NO_MATCH	,,96; 124, 14; 125,
p024-c03	42	NO_MATCH	i?)
p024-c03	52	NO_MATCH	(1, 66
p024-c03	61	NO_MATCH	O4, 19
p024-c03	62	NO_MATCH	y NT
p024-c03	69	NO_MATCH	optimus maximus
p024-c03	70	NO_MATCH	[
p024-c03	75	NO_MATCH	a4
p025-c00	4	NO_MATCH	Iurisaeus (— eus)
p025-c00	29	NO_MATCH	kalendae augustae
p025-c00	30	NO_MATCH	kalendae decembre:
p025-c00	31	NO_MATCH	kalendae febrnaria
p025-c00	32	NO_MATCH	kalendae ianuaxiae
p025-c00	36	NO_MATCH	kalendae martiae (
p025-c00	37	NO_MATCH	kalendae novembre
p025-c00	38	NO_MATCH	kalendae octobres
p025-c00	39	NO_MATCH	kalendae quintiles
p025-c00	40	NO_MATCH	kalendae septembre
p025-c00	45	NO_MATCH	Lh.
p025-c01	16	NO_MATCH	laetos et sanos vos vide
p025-c01	26	NO_MATCH	' 80; 131, 14
p025-c01	30	NO_MATCH	; 62, 80. Jampadium 101, 99
p025-c01	31	NO_MATCH	> 62, 70 lampas 101, 98
p025-c01	33	NO_MATCH	, 15 lancea 77, 63
p025-c01	49	NO_MATCH	Lapsacenus, Lapsacu
p025-c01	50	NO_MATCH	Labsacenus, Labsaci
p025-c01	51	NO_MATCH	lapsus £7, 15
p025-c01	55	NO_MATCH	. aridum 103, 69
p025-c01	56	NO_MATCH	,Laris 94, 41
p025-c01	60	NO_MATCH	‘las 17, 46
p025-c01	63	NO_MATCH	'Jaseratum 104, 57
p025-c01	64	NO_MATCH	‘Jasernacum 104, 59
p025-c01	67	NO_MATCH	,lassitudo 71, 52
p025-c01	74	NO_MATCH	: latex 57,131
p025-c02	1	NO_MATCH	— 94
p025-c02	43	NO_MATCH	_lectisternium 97, 69
p025-c02	57	NO_MATCH	! Lemovix 87, 15
p025-c03	8	NO_MATCH	letatura (li —?) 71, 61*
p025-c03	20	NO_MATCH	'leviathan 128, 58
p025-c03	28	NO_MATCH	, lex catholica 120,52; 124,37
p025-c03	29	NO_MATCH	[E 17,49; 19, 17
p025-c03	31	NO_MATCH	! Lia 194, 87; 127, 50
p025-c03	43	NO_MATCH	liber (subst) v6, 19
p025-c03	58	NO_MATCH	" Hhbra 101, T+
p025-c03	75	NO_MATCH	i
p026-c00	23	NO_MATCH	liucis v. lyncis i
p026-c00	24	NO_MATCH	; lhmneus v. lenaeus
p026-c00	42	NO_MATCH	. hos 15,99
p026-c00	51	NO_MATCH	; liquor 113, 66
p026-c00	53	NO_MATCH	lita (?) 71, 61
p026-c00	54	NO_MATCH	( litargus 106, 10°
p026-c00	55	NO_MATCH	btat v. letat
p026-c00	56	NO_MATCH	lithargyrus v. litargus
p026-c00	57	NO_MATCH	. Hhthistrotum 101, 27
p026-c00	68	NO_MATCH	liueus v. luaeus
p026-c00	72	NO_MATCH	: hvet 70, 25 b
p026-c01	1	NO_MATCH	——— 05
p026-c01	76	NO_MATCH	lumen £7, 38 1
p026-c02	31	NO_MATCH	/jaonia 86, 12 magus
p026-c02	35	NO_MATCH	"rgus 106, 10 maioril
p026-c02	46	NO_MATCH	M an
p026-c02	48	NO_MATCH	T Malalie
p026-c02	54	NO_MATCH	'edonicus 86, 54 maledic
p026-c02	56	NO_MATCH	‘ellum 96, 76 maledic
p026-c02	59	NO_MATCH	'eries 100, 71 ! malefac
p026-c02	64	NO_MATCH	‘hinamentum 100, 70 malesai
p026-c02	71	NO_MATCH	ulentus £0, 79" , malo 2
p026-c03	4	NO_MATCH	: 106, 14
p026-c03	6	NO_MATCH	. 65, 10
p026-c03	11	NO_MATCH	à 100, 25
p026-c03	44	NO_MATCH	; 125, 96; 152, 155
p026-c03	48	NO_MATCH	] (Malalehel) 124,
p026-c03	75	NO_MATCH	ium Ot, ot
p026-c03	80	NO_MATCH	, (mammill) 19,
p027-c00	41	NO_MATCH	manumitüt 67, 78
p027-c00	57	NO_MATCH	Below Saal:
p027-c00	64	NO_MATCH	Marcus Porcius Cato
p027-c00	65	NO_MATCH	Marcus Porcius Laeca
p027-c00	68	NO_MATCH	Marcus Tullius Cicero
p027-c00	71	NO_MATCH	mare Hadriaticum
p027-c01	2	NO_MATCH	,94 Maria 119, 30; 121,
p027-c01	22	NO_MATCH	) Marucia 84, 40^
p027-c01	49	NO_MATCH	, 18; 125,126; 127,
p027-c01	50	NO_MATCH	. 129, 50; 182, 168
p027-c01	51	NO_MATCH	U , Matthias 124, 21; 129
p027-c01	61	NO_MATCH	,1i Maurus 9.4, 44
p027-c01	63	NO_MATCH	,14 Mavors 55, 71
p027-c01	66	NO_MATCH	, 17 maxilla 78,35
p027-c01	71	NO_MATCH	(11, 4. maximus 25, 27
p027-c01	72	NO_MATCH	,1 me 1, 45; 17, 60
p027-c01	74	NO_MATCH	, meae 8, 65
p027-c02	7	NO_MATCH	j9 meatus 51, 53°
p027-c02	10	NO_MATCH	.44; medela. 56, 42
p027-c02	20	NO_MATCH	! Mediolanum 84, 18
p027-c02	22	NO_MATCH	, 19 meditatur 81, 4
p027-c02	33	NO_MATCH	(meis 8, 32
p027-c02	36	NO_MATCH	Melchisedech (Melcisedech
p027-c02	44	NO_MATCH	, melos 76, 43
p027-c02	45	NO_MATCH	,929 membratim 79, 43
p027-c02	52	NO_MATCH	; 0l, meminit 53, 4
p027-c02	53	NO_MATCH	, Memmius 117, 20
p027-c02	54	NO_MATCH	.inemor 30, 14
p027-c02	56	NO_MATCH	, memoria 30, 16^
p027-c02	57	NO_MATCH	,men 16,11
p027-c02	60	NO_MATCH	, mendax 67,92
p027-c02	61	NO_MATCH	,mendieitas 40, 60
p027-c02	66	NO_MATCH	menfus (?) 106, 15
p027-c03	32	NO_MATCH	meorum &, 16
p027-c03	37	NO_MATCH	) mercatus 42, 96
p027-c03	39	NO_MATCH	, mercedarius 42, 29
p027-c03	48	NO_MATCH	! meretricium 35, 88
p027-c03	56	NO_MATCH	, mersit 72, 80
p027-c03	61	NO_MATCH	mesisula (?) 103, 63
p027-c03	70	NO_MATCH	metalles (?) 89, 798
p027-c03	76	NO_MATCH	_methodicus 107, 55?
p027-c03	81	NO_MATCH	I
p028-c00	1	NO_MATCH	j
p028-c00	2	NO_MATCH	-
p028-c00	18	NO_MATCH	}) Micipsa 117, 26 m
p028-c00	25	NO_MATCH	] miles 45, 88 M
p028-c00	27	NO_MATCH	) Miletopolis 88, 45 iM
p028-c00	39	NO_MATCH	i nünax 25, 16. m
p028-c00	40	NO_MATCH	? Minerva 81, 67 m
p028-c00	45	NO_MATCH	? miniolum 98, 90 : m
p028-c00	73	NO_MATCH	' miserrimus 40, 22 n
p028-c00	77	NO_MATCH	i Comm, not. tir.
p028-c01	8	NO_MATCH	iügat 79, 56 morti
p028-c01	37	NO_MATCH	olocorium e. malocorium mully
p028-c01	58	NO_MATCH	»0onopticus 106, 75 mult
p028-c01	65	NO_MATCH	)0nmmentíum 53, 62 Aum
p028-c01	74	NO_MATCH	iordeí 94, 50 mun
p028-c02	13	NO_MATCH	; 82, 89 musculus
p028-c02	14	NO_MATCH	; 31, 63 Musieus
p028-c02	23	NO_MATCH	) 77, 39 Mutinens
p028-c02	26	NO_MATCH	; 95,21 myoparo:
p028-c02	41	NO_MATCH	. familia 29, 72? nablum
p028-c02	42	NO_MATCH	. milia. 24, 104 Nabucho:
p028-c02	61	NO_MATCH	it r. mnlsüt 96, 45 nardifolu
p028-c03	2	NO_MATCH	s, 12
p028-c03	4	NO_MATCH	L0, 77
p028-c03	8	NO_MATCH	,060, 16
p028-c03	11	NO_MATCH	)9, 58
p028-c03	21	NO_MATCH	(8, 18
p028-c03	25	NO_MATCH	. £8, 16
p028-c03	29	NO_MATCH	)8, 100
p028-c03	30	NO_MATCH	)5, 14
p028-c03	37	NO_MATCH	à (r. Napdalta)
p028-c03	42	NO_MATCH	, 12
p028-c03	48	NO_MATCH	(Naum) 121, 10;
p028-c03	51	NO_MATCH	d
p028-c03	55	NO_MATCH	(r. Nabdalfa) 130,
p028-c03	60	NO_MATCH	IS.
p028-c03	61	NO_MATCH	. 96"; 16, 40*
p028-c03	63	NO_MATCH	; 13, 63!
p029-c00	23	NO_MATCH	Naum vr. Nahum
p029-c00	41	NO_MATCH	. 1288
p029-c00	55	NO_MATCH	nec ita muito ante
p029-c00	56	NO_MATCH	nec ita multo post
p029-c00	64	NO_MATCH	nectibus ». nyctelius
p029-c00	67	NO_MATCH	nefandarins £5, 17
p029-c01	7	NO_MATCH	+, 100; Nemeonices 108, 1
p029-c01	15	NO_MATCH	) ne opinans 58, 11
p029-c01	18	NO_MATCH	Nephtalem —— (Nephtha
p029-c01	22	NO_MATCH	(30, 28 nepticula 48, 77
p029-c01	33	NO_MATCH	.30, 31 nequior 51, 16
p029-c01	35	NO_MATCH	.80, 27 nequis 3, 49
p029-c01	39	NO_MATCH	(aa Nerva 39, 2
p029-c01	56	NO_MATCH	(1, 24 Neustralis 110, 74°
p029-c01	58	NO_MATCH	neüter 6, 22
p029-c01	59	NO_MATCH	a1 neve 2, 54
p029-c02	2	NO_MATCH	(25, nigrescit 78, 84
p029-c02	19	NO_MATCH	lim, nimis 47, 35
p029-c02	20	NO_MATCH	(21, nimis multum 47, 37
p029-c02	31	NO_MATCH	.28 Nisiobrix 87, 32
p029-c02	54	NO_MATCH	( nobis ipsis 9, 81
p029-c02	59	NO_MATCH	nobis, patres conscripti 9, 76
p029-c02	60	NO_MATCH	nobisque, patres conscripti
p029-c02	64	NO_MATCH	,13 nocens 34, 77
p029-c02	68	NO_MATCH	.123 nocturnalis 69, 5?
p029-c02	70	NO_MATCH	,10 nocuum 34, 78*
p029-c03	25	NO_MATCH	! nonae oetobres 62, 96
p029-c03	69	NO_MATCH	,non me hercules 68, 59
p029-c03	99	NO_MATCH	i
p030-c00	72	NO_MATCH	, Numidus 86, 18 (
p030-c00	73	NO_MATCH	) Numisius 117, 59; 130, 21 «
p030-c00	75	NO_MATCH	V
p030-c01	1	NO_MATCH	—— on
p030-c01	31	NO_MATCH	DO obse
p030-c01	32	NO_MATCH	iymphaticum (?) 113, 53 obse
p030-c01	53	NO_MATCH	)bet 121, 66 obsü
p030-c01	71	NO_MATCH	)blituit 57, 4 obtu
p030-c01	73	NO_MATCH	)blivio 69, 89 obul
p030-c01	75	NO_MATCH	)bmisit 23, 38? obvi
p030-c01	76	NO_MATCH	)bmitüt 23, 24* obvo
p030-c01	78	NO_MATCH	)bmutuit 82,92 oc 1
p030-c01	79	NO_MATCH	:bnoxius 81, 2 occa
p030-c02	24	NO_MATCH	cundatur (— or) 57,, Ocriculv
p030-c02	49	NO_MATCH	'epit 89, 45 odit 46,
